Date,EMIRATESNBD,DIB,EMAAR,CBD,MASQ,DEWA
2023-03-22,366.61,498.86,227.88,92.55,122.4,151.6
2023-03-23,366.05,493.32,220.63,94.41,121.34,152.57
2023-03-24,366.54,499.37,211.76,90.48,120.49,153.4
2023-03-27,370.49,516.3,214.15,92.62,120.56,152.48
2023-03-28,379.61,520.63,215.04,95.23,124.53,152.93
2023-03-29,386.26,508.44,213.09,94.7,121.52,157.65
2023-03-30,381.66,513.21,205.64,89.82,123.22,158.93
2023-03-31,376.23,525.75,202.9,89.21,124.44,157.82
2023-04-03,380.78,519.6,203.02,89.14,122.31,156.32
2023-04-04,376.8,518.47,206.34,87.39,125.96,155.87
2023-04-05,367.73,518.88,206.38,86.53,127.38,161.05
2023-04-06,385.38,511.0,207.52,89.22,126.15,160.54
2023-04-07,383.18,517.88,206.06,90.45,121.52,160.55
2023-04-10,378.57,516.88,213.37,88.83,122.14,159.09
2023-04-11,362.16,521.48,209.14,86.03,122.09,162.66
2023-04-12,368.51,512.48,206.32,85.51,119.63,169.12
2023-04-13,361.41,508.26,204.39,85.19,117.2,170.73
2023-04-14,361.8,515.85,206.71,86.08,119.29,171.1
2023-04-17,368.99,512.27,202.52,85.2,114.68,171.31
2023-04-18,362.0,530.21,203.17,86.11,115.46,163.22
2023-04-19,362.75,526.24,203.94,89.49,115.09,165.74
2023-04-20,373.99,528.87,201.21,90.99,116.29,166.27
2023-04-21,355.8,539.0,202.64,90.95,115.66,167.77
2023-04-24,350.21,523.98,198.65,90.66,116.4,165.47
2023-04-25,344.05,505.79,194.32,90.06,114.73,164.28
2023-04-26,342.94,490.61,194.8,92.23,114.67,163.01
2023-04-27,342.78,503.24,188.43,91.12,115.85,166.42
2023-04-28,335.68,497.94,180.44,91.25,116.26,165.25
2023-05-01,331.45,523.66,182.45,91.39,117.2,172.21
2023-05-02,326.49,518.02,186.37,90.52,115.09,173.78
2023-05-03,324.36,520.19,184.73,88.08,113.78,169.44
2023-05-04,325.94,536.49,182.35,88.69,112.54,169.09
2023-05-05,332.04,558.28,186.11,88.63,111.97,166.97
2023-05-08,339.21,581.58,181.94,89.56,115.07,159.72
2023-05-09,343.82,595.93,177.07,88.65,114.31,164.91
2023-05-10,337.98,608.43,179.66,90.86,111.75,167.31
2023-05-11,338.13,615.95,179.79,89.31,113.02,169.18
2023-05-12,354.35,625.84,183.7,92.41,116.12,169.82
2023-05-15,361.72,619.26,175.93,89.23,113.25,165.22
2023-05-16,358.71,609.43,171.09,90.05,117.77,163.7
2023-05-17,370.24,609.7,171.23,90.95,118.81,166.54
2023-05-18,367.55,607.93,172.74,89.55,121.33,163.12
2023-05-19,362.82,602.72,175.76,90.35,124.95,154.94
2023-05-22,373.13,611.41,176.46,92.71,127.44,154.32
2023-05-23,363.55,623.4,177.13,88.65,127.22,153.96
2023-05-24,349.81,624.82,175.84,89.58,130.38,154.45
2023-05-25,356.57,643.59,181.52,85.16,131.11,156.78
2023-05-26,356.95,629.22,177.61,83.56,134.04,158.85
2023-05-29,358.04,627.1,178.97,86.32,137.32,159.76
2023-05-30,355.63,618.42,175.52,85.36,134.4,163.66
2023-05-31,354.11,595.64,177.49,83.4,136.6,158.77
2023-06-01,351.04,594.95,173.9,83.11,136.17,160.45
2023-06-02,346.82,593.8,176.57,86.59,136.61,162.54
2023-06-05,344.35,612.07,177.05,83.46,137.03,158.59
2023-06-06,341.67,620.1,183.32,81.75,137.34,153.9
2023-06-07,336.18,607.71,182.38,84.24,141.59,151.68
2023-06-08,332.68,630.55,184.02,87.41,137.79,149.75
2023-06-09,316.2,646.26,181.25,87.27,133.11,152.08
2023-06-12,320.69,654.11,180.29,85.15,128.03,150.29
2023-06-13,323.35,651.47,180.76,88.76,130.83,147.79
2023-06-14,322.96,639.3,175.33,91.64,128.88,146.06
2023-06-15,324.66,634.86,170.45,92.93,129.28,149.4
2023-06-16,326.59,649.0,172.58,91.47,129.05,149.51
2023-06-19,322.03,673.79,172.16,91.42,126.83,149.05
2023-06-20,318.76,694.92,170.21,91.18,129.05,148.8
2023-06-21,322.29,688.47,167.78,91.82,128.78,152.72
2023-06-22,323.79,673.4,165.52,94.53,128.24,150.51
2023-06-23,337.18,675.64,165.98,96.24,128.9,154.54
2023-06-26,348.27,652.08,167.54,94.22,130.82,155.27
2023-06-27,354.94,656.62,160.61,96.86,128.38,154.85
2023-06-28,349.71,655.01,165.23,97.52,130.68,162.67
2023-06-29,345.94,649.23,169.75,98.9,134.54,159.32
2023-06-30,339.18,628.85,161.92,101.85,130.77,158.27
2023-07-03,341.25,635.62,165.52,99.64,131.56,154.45
2023-07-04,322.71,629.17,169.09,99.62,130.82,157.47
2023-07-05,319.91,614.76,169.18,98.61,132.72,162.87
2023-07-06,318.11,579.75,164.87,95.57,129.56,168.39
2023-07-07,308.57,579.72,168.3,96.28,133.84,172.59
2023-07-10,313.65,600.56,167.58,101.16,129.6,172.0
2023-07-11,306.66,620.82,169.5,97.49,129.04,170.83
2023-07-12,308.45,615.45,177.11,97.48,130.22,165.2
2023-07-13,325.78,608.35,178.09,98.77,128.5,172.01
2023-07-14,315.45,614.35,174.91,99.07,126.4,173.71
2023-07-17,314.67,602.39,173.82,98.89,127.02,172.09
2023-07-18,312.26,606.33,171.17,96.37,127.28,176.75
2023-07-19,308.66,615.92,172.74,96.87,127.36,173.4
2023-07-20,313.51,631.35,170.04,95.45,129.61,174.89
2023-07-21,320.6,630.4,168.52,91.32,128.65,174.38
2023-07-24,325.71,628.14,164.27,93.54,129.54,176.69
2023-07-25,321.16,617.43,163.92,95.38,128.29,176.55
2023-07-26,336.95,607.53,164.58,95.53,126.18,171.52
2023-07-27,325.19,605.08,155.83,96.02,125.52,171.86
2023-07-28,318.64,609.83,156.71,98.13,124.33,175.56
2023-07-31,319.88,621.27,156.65,98.62,123.28,175.54
2023-08-01,320.61,611.61,154.33,100.45,126.21,178.35
2023-08-02,323.9,630.17,160.67,99.9,125.63,174.71
2023-08-03,334.3,627.07,163.83,102.57,124.03,174.7
2023-08-04,333.66,627.11,160.32,103.28,124.16,172.61
2023-08-07,334.59,618.05,163.09,103.73,124.48,175.28
2023-08-08,330.78,588.4,167.23,101.15,121.59,175.47
2023-08-09,334.84,599.1,167.75,101.78,120.93,177.98
2023-08-10,332.87,608.22,169.05,100.14,120.17,181.94
2023-08-11,330.91,605.11,170.28,98.91,119.81,184.55
2023-08-14,334.68,606.22,163.26,97.35,121.61,185.65
2023-08-15,341.77,612.78,162.73,95.32,122.01,182.04
2023-08-16,326.85,593.93,162.03,99.42,125.06,182.12
2023-08-17,329.37,587.95,166.75,102.12,125.1,180.27
2023-08-18,327.75,597.58,167.95,106.09,129.6,179.12
2023-08-21,334.13,582.89,167.03,103.55,128.47,177.87
2023-08-22,332.63,586.6,166.81,103.75,126.56,174.47
2023-08-23,341.45,570.98,170.31,101.11,128.01,167.73
2023-08-24,337.0,576.59,169.77,99.76,131.57,165.57
2023-08-25,322.13,576.47,167.48,97.98,128.0,166.29
2023-08-28,329.07,558.14,166.64,100.45,127.56,161.89
2023-08-29,323.68,571.42,169.86,99.71,126.07,162.02
2023-08-30,313.62,563.31,171.63,101.89,126.49,168.26
2023-08-31,313.87,554.46,171.87,103.17,126.58,171.79
2023-09-01,312.53,556.96,172.61,107.98,130.05,177.52
2023-09-04,317.83,570.03,170.77,104.83,129.83,179.0
2023-09-05,323.66,558.74,170.19,107.53,133.47,183.27
2023-09-06,324.44,559.71,168.02,110.05,132.69,180.71
2023-09-07,318.86,564.79,167.11,107.96,135.22,178.47
2023-09-08,320.85,572.9,171.69,110.19,135.9,168.78
2023-09-11,322.07,575.21,168.08,110.98,140.67,172.87
2023-09-12,325.9,571.27,165.85,110.53,136.59,178.28
2023-09-13,320.36,562.1,161.77,108.77,133.48,176.4
2023-09-14,317.95,563.35,157.09,107.26,138.43,175.59
2023-09-15,321.35,551.55,156.58,111.71,136.47,173.03
2023-09-18,329.53,519.6,154.73,111.77,134.71,174.44
2023-09-19,336.06,524.4,160.25,113.57,132.42,178.45
2023-09-20,336.78,534.14,159.43,111.83,135.53,172.32
2023-09-21,333.67,509.17,163.62,110.14,132.2,173.82
2023-09-22,336.53,499.14,166.87,112.58,132.32,172.94
2023-09-25,329.35,505.57,166.26,109.6,131.69,173.42
2023-09-26,324.13,526.63,173.35,108.74,134.48,175.1
2023-09-27,334.08,527.11,174.37,108.87,133.03,174.53
2023-09-28,336.94,519.7,179.74,109.17,134.21,174.26
2023-09-29,334.76,518.06,184.85,108.83,131.13,173.6
2023-10-02,340.48,532.56,186.47,109.75,137.16,177.05
2023-10-03,349.42,525.95,189.37,111.32,136.57,178.62
2023-10-04,346.48,517.8,191.82,113.02,136.66,179.5
2023-10-05,343.69,513.06,187.53,110.84,141.25,175.03
2023-10-06,340.07,503.54,187.84,110.27,139.67,173.79
2023-10-09,346.79,505.02,191.97,112.96,144.39,177.0
2023-10-10,353.72,521.69,197.92,115.04,143.28,177.22
2023-10-11,363.7,525.32,195.17,111.94,145.27,179.65
2023-10-12,371.22,522.93,197.33,112.78,143.68,186.09
2023-10-13,359.29,520.14,198.03,108.37,139.86,190.04
2023-10-16,361.48,504.14,197.66,108.53,141.09,190.49
2023-10-17,354.01,513.29,199.16,112.7,142.96,188.64
2023-10-18,350.56,512.75,200.13,110.62,139.27,179.1
2023-10-19,351.93,511.16,202.4,108.83,138.49,178.59
2023-10-20,357.99,544.06,208.34,110.55,141.88,177.51
2023-10-23,351.79,547.58,211.71,107.19,143.66,178.99
2023-10-24,335.61,539.62,213.13,105.89,142.59,178.53
2023-10-25,336.99,535.29,221.18,107.21,140.96,177.47
2023-10-26,354.97,547.85,226.2,105.9,146.52,171.25
2023-10-27,353.71,549.37,225.9,105.45,142.36,168.11
2023-10-30,354.22,533.84,220.51,107.08,142.26,169.8
2023-10-31,367.02,543.92,216.27,108.03,138.16,175.71
2023-11-01,371.54,536.92,220.41,108.66,141.86,175.46
2023-11-02,373.33,557.31,217.74,107.98,141.91,176.69
2023-11-03,376.82,569.62,213.46,108.83,142.49,180.15
2023-11-06,378.9,564.81,210.33,108.62,150.45,177.32
2023-11-07,370.45,579.57,207.55,109.67,148.74,178.71
2023-11-08,360.7,580.64,211.18,108.63,154.02,176.15
2023-11-09,374.49,590.84,210.62,108.29,152.89,179.28
2023-11-10,376.05,596.86,204.95,106.2,152.26,179.92
2023-11-13,376.99,587.06,205.18,106.18,160.36,181.08
2023-11-14,376.5,579.79,206.19,104.51,159.93,178.34
2023-11-15,382.57,592.03,204.32,102.23,155.61,180.95
2023-11-16,402.19,588.36,209.15,102.81,156.57,188.58
2023-11-17,406.6,583.9,207.49,103.3,156.1,184.87
2023-11-20,402.02,573.04,212.19,104.97,157.33,183.71
2023-11-21,401.15,578.18,214.83,104.12,156.99,184.65
2023-11-22,409.94,602.32,218.92,105.02,164.02,187.65
2023-11-23,405.37,589.76,214.22,106.23,165.93,185.64
2023-11-24,412.48,590.34,214.75,107.23,162.45,175.22
2023-11-27,393.54,607.31,214.63,105.51,162.93,180.07
2023-11-28,391.93,606.65,208.63,105.88,160.41,182.9
2023-11-29,397.05,612.44,213.35,106.7,159.69,176.61
2023-11-30,407.34,599.73,209.97,106.77,156.87,174.56
2023-12-01,400.87,605.17,207.51,102.37,163.55,180.12
2023-12-04,389.02,603.21,203.41,102.75,161.37,185.42
2023-12-05,387.19,615.4,206.36,107.35,163.67,189.0
2023-12-06,378.67,630.32,200.17,106.63,162.7,188.43
2023-12-07,377.73,663.28,202.74,105.13,159.01,188.83
2023-12-08,377.87,671.3,207.08,105.97,159.72,188.43
2023-12-11,368.09,676.01,209.41,106.68,161.08,192.78
2023-12-12,374.19,678.98,212.5,109.28,162.96,189.5
2023-12-13,373.2,674.52,215.83,106.58,154.49,186.54
2023-12-14,381.46,679.43,211.84,108.2,150.75,190.4
2023-12-15,367.57,675.75,218.03,109.53,153.72,190.33
2023-12-18,360.28,678.37,216.13,109.27,150.95,195.67
2023-12-19,364.18,696.58,215.95,110.07,151.64,193.14
2023-12-20,358.54,682.91,214.62,112.39,147.9,193.02
2023-12-21,357.54,698.82,216.84,114.4,150.14,189.56
2023-12-22,357.73,717.58,214.61,111.85,153.01,189.68
2023-12-25,359.04,716.24,215.01,113.74,155.33,184.17
2023-12-26,354.35,686.2,209.8,113.65,158.61,182.46
2023-12-27,355.59,678.21,214.79,113.87,163.65,177.31
2023-12-28,350.2,696.14,217.78,114.09,159.89,179.86
2023-12-29,355.1,696.17,216.62,113.81,157.45,182.53
2024-01-01,354.46,682.6,214.69,116.58,160.36,176.31
2024-01-02,355.73,676.05,217.57,116.44,164.06,181.1
2024-01-03,374.2,687.76,214.6,113.89,161.93,190.23
2024-01-04,366.1,695.62,215.25,113.05,159.6,190.5
2024-01-05,376.45,692.64,220.35,113.51,157.6,188.16
2024-01-08,356.61,687.91,216.89,116.36,152.62,198.88
2024-01-09,341.97,682.86,218.6,117.82,148.82,193.73
2024-01-10,333.65,670.61,220.09,115.88,145.18,193.91
2024-01-11,325.96,692.61,219.77,121.69,144.4,194.7
2024-01-12,327.45,688.49,217.66,122.4,145.25,200.04
2024-01-15,329.52,705.59,223.06,125.58,146.58,201.58
2024-01-16,328.0,727.41,220.51,125.26,145.16,199.67
2024-01-17,327.18,742.3,212.62,126.66,143.83,195.97
2024-01-18,330.8,736.27,215.46,128.85,144.26,194.73
2024-01-19,336.48,742.58,210.39,132.06,140.02,190.9
2024-01-22,327.72,742.59,213.4,134.91,142.77,191.18
2024-01-23,325.51,729.54,219.21,137.33,146.51,189.12
2024-01-24,325.22,734.64,222.08,136.54,144.75,183.56
2024-01-25,328.54,717.68,226.95,135.05,143.67,188.26
2024-01-26,323.63,735.09,236.23,136.01,147.32,186.48
2024-01-29,323.21,728.62,240.92,138.62,147.03,181.85
2024-01-30,323.57,731.92,242.63,138.07,148.83,181.32
2024-01-31,319.17,736.43,250.68,141.08,148.63,181.66
2024-02-01,314.68,732.99,259.6,145.25,153.33,175.41
2024-02-02,315.46,741.96,268.91,142.66,154.91,176.66
2024-02-05,314.79,735.28,266.4,140.34,156.69,173.05
2024-02-06,318.1,748.46,259.32,140.02,158.54,179.06
2024-02-07,311.56,728.69,256.58,140.95,156.86,181.02
2024-02-08,309.53,730.89,260.32,139.54,155.48,179.66
2024-02-09,308.27,759.6,261.28,143.39,157.95,177.08
2024-02-12,313.44,744.78,260.33,144.67,158.43,176.79
2024-02-13,307.7,735.06,263.38,144.86,154.78,179.05
2024-02-14,309.3,742.98,255.76,140.77,160.65,179.05
2024-02-15,311.02,746.02,256.61,137.14,163.88,178.36
2024-02-16,321.41,751.63,262.48,137.98,164.08,178.66
2024-02-19,315.1,759.36,265.5,132.16,163.27,176.59
2024-02-20,311.12,769.38,269.3,134.9,164.0,175.46
2024-02-21,305.44,786.84,278.04,134.54,165.78,168.23
2024-02-22,295.39,793.68,277.81,143.34,159.12,171.59
2024-02-23,305.96,790.25,274.32,150.03,165.92,172.7
2024-02-26,298.52,801.27,280.99,149.56,163.38,170.12
2024-02-27,293.8,832.12,287.71,149.31,163.46,176.66
2024-02-28,301.67,830.33,291.06,152.36,163.65,177.06
2024-02-29,291.25,814.56,290.28,157.63,170.27,173.48
2024-03-01,295.8,833.0,290.43,152.54,170.06,176.54
2024-03-04,287.59,831.41,283.16,147.17,175.55,178.03
2024-03-05,294.9,795.7,289.6,145.41,177.06,179.53
2024-03-06,282.25,809.58,295.99,147.18,173.74,178.09
2024-03-07,272.49,801.32,288.37,148.72,174.3,179.78
2024-03-08,269.66,800.27,293.52,151.97,173.97,178.93
2024-03-11,275.04,805.98,296.04,148.4,170.29,181.01
2024-03-12,275.0,809.46,290.14,141.6,171.59,174.2
2024-03-13,273.3,821.35,283.28,144.1,171.75,172.78
2024-03-14,280.79,814.61,285.54,141.79,173.75,178.82
2024-03-15,293.03,823.37,283.41,136.13,174.51,176.16
2024-03-18,297.12,819.51,293.87,136.6,172.32,174.12
2024-03-19,293.57,832.03,299.62,138.83,175.06,172.65
2024-03-20,291.26,842.69,302.61,138.56,172.96,168.54
2024-03-21,283.9,827.34,305.92,137.36,162.32,161.18
2024-03-22,284.61,845.72,314.22,136.99,162.82,160.52
2024-03-25,275.48,837.08,319.7,136.05,161.1,161.04
2024-03-26,278.66,851.03,323.05,132.45,162.41,160.95
2024-03-27,289.97,857.7,316.88,130.62,168.98,160.56
2024-03-28,294.28,889.67,336.44,132.05,175.92,160.78
2024-03-29,291.67,886.13,329.19,132.96,175.43,164.15
2024-04-01,294.89,880.39,327.29,133.48,172.62,163.61
2024-04-02,304.59,880.49,316.63,130.89,174.72,161.81
2024-04-03,314.31,875.59,320.2,130.48,173.52,160.98
2024-04-04,308.16,890.03,321.32,124.86,174.96,162.93
2024-04-05,311.46,861.71,326.4,125.37,172.74,167.61
2024-04-08,310.63,843.98,315.21,129.01,173.69,165.59
2024-04-09,315.79,826.38,322.39,125.28,170.96,166.0
2024-04-10,318.38,842.5,317.34,123.87,175.09,167.2
2024-04-11,303.45,871.74,316.56,124.75,173.11,163.97
2024-04-12,301.48,870.36,322.61,127.94,175.49,164.12
2024-04-15,302.83,867.85,324.46,126.85,171.14,159.39
2024-04-16,294.3,869.5,326.77,125.16,173.9,153.83
2024-04-17,297.86,890.14,332.16,120.29,170.62,155.03
2024-04-18,288.93,874.08,335.18,120.6,171.6,153.92
2024-04-19,284.46,878.68,333.06,125.59,175.2,154.62
2024-04-22,292.24,896.26,332.11,126.35,174.58,154.64
2024-04-23,287.22,905.69,333.69,126.35,171.08,151.7
2024-04-24,290.66,909.58,327.88,127.23,172.86,151.64
2024-04-25,280.61,928.24,334.57,127.27,170.04,147.97
2024-04-26,292.43,878.52,336.67,125.26,168.75,152.17
2024-04-29,290.8,890.87,337.34,127.39,169.73,148.11
2024-04-30,291.5,879.66,345.56,128.03,174.43,147.61
2024-05-01,292.69,847.89,344.9,128.13,174.61,144.61
2024-05-02,296.39,856.99,343.81,125.7,174.78,146.33
2024-05-03,287.53,880.96,340.65,129.04,177.45,145.43
2024-05-06,287.64,878.98,343.16,130.82,177.71,143.99
2024-05-07,284.0,896.17,345.45,129.44,180.06,146.52
2024-05-08,274.54,925.51,341.02,132.1,184.04,146.68
2024-05-09,280.1,950.32,339.98,130.85,182.92,148.27
2024-05-10,278.27,981.96,335.66,128.87,171.03,145.44
2024-05-13,279.76,997.03,331.1,126.97,168.32,141.42
2024-05-14,280.9,999.03,319.81,122.54,172.47,141.8
2024-05-15,279.16,967.52,318.49,123.76,172.44,140.96
2024-05-16,290.33,963.24,307.81,119.29,171.36,142.8
2024-05-17,290.2,947.48,305.11,116.41,175.44,142.64
2024-05-20,281.3,989.09,301.53,111.64,175.18,143.3
2024-05-21,279.19,986.11,308.02,111.5,167.93,138.72
2024-05-22,282.12,989.03,301.92,111.22,162.96,144.03
2024-05-23,285.27,1000.43,297.48,110.55,164.41,143.63
2024-05-24,279.2,1001.81,295.36,108.3,164.27,145.7
2024-05-27,284.53,1036.27,292.08,105.82,169.13,143.34
2024-05-28,274.64,1023.88,300.22,106.85,166.73,144.29
2024-05-29,281.07,1028.38,293.54,105.73,165.79,140.61
2024-05-30,273.79,1013.62,291.46,106.45,162.94,141.95
2024-05-31,272.69,987.37,293.54,104.62,161.32,141.01
2024-06-03,278.63,975.78,298.86,105.05,155.3,141.16
2024-06-04,279.44,975.55,296.73,107.84,154.18,143.2
2024-06-05,284.14,967.66,285.5,109.16,154.09,139.74
2024-06-06,287.8,954.74,284.78,108.32,153.75,137.9
2024-06-07,295.35,928.37,292.63,108.93,160.44,139.23
2024-06-10,301.77,927.29,294.42,108.46,166.4,145.14
2024-06-11,299.18,899.85,295.96,108.53,163.99,144.81
2024-06-12,303.12,913.97,289.82,107.88,157.36,146.6
2024-06-13,294.01,915.94,283.21,107.57,157.13,146.36
2024-06-14,293.82,889.7,283.45,108.08,158.39,152.12
2024-06-17,298.78,884.64,275.51,105.99,155.75,146.88
2024-06-18,299.73,871.77,279.95,103.89,153.3,147.23
2024-06-19,302.55,877.77,275.35,101.06,158.23,142.52
2024-06-20,301.41,901.74,275.35,97.87,157.49,135.44
2024-06-21,308.37,868.38,265.1,95.54,159.65,136.32
2024-06-24,308.03,870.81,263.15,95.89,156.76,136.76
2024-06-25,305.32,868.46,257.04,94.23,156.66,136.05
2024-06-26,310.88,880.55,245.23,95.24,155.69,135.83
2024-06-27,302.3,884.75,248.01,95.36,153.66,144.32
2024-06-28,305.48,871.88,256.28,91.65,157.29,143.64
2024-07-01,299.26,866.75,262.19,92.9,153.0,145.18
2024-07-02,307.06,853.39,265.9,94.45,153.99,143.37
2024-07-03,305.61,872.18,263.83,92.62,152.98,144.29
2024-07-04,306.59,872.99,268.21,93.44,154.32,143.67
2024-07-05,309.27,906.62,274.91,91.89,153.35,142.56
2024-07-08,297.49,905.97,275.8,92.12,156.08,147.82
2024-07-09,293.77,893.59,269.41,89.83,153.23,151.38
2024-07-10,300.05,866.98,266.85,86.66,156.85,151.87
2024-07-11,305.41,836.15,276.07,86.04,156.84,144.94
2024-07-12,307.29,810.08,275.8,85.87,152.75,143.97
2024-07-15,299.15,814.81,257.6,85.23,154.9,151.82
2024-07-16,302.8,823.51,250.16,83.25,154.37,151.2
2024-07-17,307.27,797.88,248.16,82.63,149.17,154.61
2024-07-18,307.72,812.56,253.42,83.11,150.24,159.15
2024-07-19,315.4,805.11,252.17,83.08,153.34,159.92
2024-07-22,311.24,807.88,257.61,83.42,157.35,157.31
2024-07-23,308.23,834.33,255.03,82.35,156.23,149.73
2024-07-24,293.06,849.72,245.14,84.32,156.77,151.85
2024-07-25,298.6,845.58,242.85,82.38,157.0,149.45
2024-07-26,300.62,830.93,244.65,83.22,161.76,150.05
2024-07-29,290.66,795.59,246.05,85.23,159.22,146.38
2024-07-30,280.59,784.54,240.0,86.09,157.82,145.67
2024-07-31,275.83,781.62,238.43,85.79,155.26,145.85
2024-08-01,280.34,766.58,251.35,84.92,150.84,146.7
2024-08-02,278.8,764.95,245.28,86.73,151.66,143.5
2024-08-05,274.45,766.51,248.64,84.3,156.6,147.01
2024-08-06,269.07,763.44,238.34,82.71,156.05,145.33
2024-08-07,263.55,753.9,242.58,82.09,153.38,140.54
2024-08-08,253.49,756.82,238.37,84.16,154.03,140.3
2024-08-09,247.49,763.89,240.41,84.85,155.92,140.47
2024-08-12,242.32,747.61,234.32,83.25,155.51,140.99
2024-08-13,245.75,769.08,235.8,82.77,159.95,144.9
2024-08-14,245.05,767.95,231.63,81.79,157.43,144.29
2024-08-15,241.13,768.62,228.43,80.67,156.61,144.01
2024-08-16,252.39,779.89,230.57,82.29,157.61,140.91
2024-08-19,249.16,783.92,228.7,80.08,158.93,143.29
2024-08-20,255.11,799.26,230.55,82.69,159.16,143.89
2024-08-21,263.5,804.25,229.79,84.11,155.17,142.75
2024-08-22,255.36,794.8,230.21,85.98,162.51,137.39
2024-08-23,255.87,800.94,232.38,85.23,161.82,141.42
2024-08-26,253.35,783.02,230.86,85.02,162.26,138.02
2024-08-27,250.44,785.11,226.38,82.62,164.34,136.46
2024-08-28,253.35,784.98,224.08,81.8,162.33,137.51
2024-08-29,250.32,782.11,229.55,82.64,162.6,134.28
2024-08-30,247.96,780.49,230.2,84.83,160.48,130.34
2024-09-02,247.25,751.5,226.43,82.99,161.89,124.87
2024-09-03,245.53,743.63,228.36,82.43,161.08,126.73
2024-09-04,239.89,745.39,230.61,82.22,162.02,125.41
2024-09-05,243.82,748.14,233.12,79.97,158.71,132.82
2024-09-06,249.06,733.14,228.68,80.95,156.16,130.24
2024-09-09,250.9,752.06,225.67,79.82,151.98,127.91
2024-09-10,249.13,739.41,222.73,79.55,149.89,126.53
2024-09-11,245.74,754.12,221.24,78.87,142.25,127.2
2024-09-12,242.41,760.94,223.73,77.66,141.45,126.07
2024-09-13,253.96,751.48,225.17,77.69,140.01,127.68
2024-09-16,258.85,778.54,226.97,77.39,140.5,125.24
2024-09-17,254.63,760.34,233.23,76.86,140.7,121.85
2024-09-18,255.59,774.7,236.56,75.78,144.3,117.52
2024-09-19,253.87,790.59,236.01,76.3,151.86,112.36
2024-09-20,256.96,780.38,230.54,78.86,155.39,111.25
2024-09-23,259.88,802.51,227.36,79.12,154.06,110.63
2024-09-24,265.64,798.9,226.28,80.74,152.62,109.29
2024-09-25,261.26,803.91,230.15,78.53,155.35,112.07
2024-09-26,261.93,808.5,230.14,78.82,150.2,114.87
2024-09-27,252.91,806.73,227.23,77.13,149.32,114.16
2024-09-30,246.67,820.21,224.02,74.89,148.69,110.12
2024-10-01,251.16,833.64,223.82,73.82,150.5,108.93
2024-10-02,246.51,804.9,227.91,75.61,152.42,107.68
2024-10-03,242.48,826.3,235.28,77.09,150.23,106.32
2024-10-04,242.57,799.24,234.43,77.5,149.06,104.89
2024-10-07,246.06,816.15,234.34,75.17,150.46,103.57
2024-10-08,240.96,834.95,228.76,74.91,148.13,102.82
2024-10-09,224.31,817.15,237.75,75.4,151.78,101.56
2024-10-10,220.51,810.84,231.21,75.7,153.7,102.04
2024-10-11,225.94,793.32,236.74,72.95,154.31,102.82
2024-10-14,227.61,790.3,235.13,71.68,155.59,101.0
2024-10-15,233.75,785.83,232.43,71.63,154.22,103.62
2024-10-16,228.57,798.47,227.38,72.43,152.36,101.64
2024-10-17,221.19,819.8,238.46,69.29,151.14,98.4
2024-10-18,223.35,843.09,239.63,69.1,152.73,99.2
2024-10-21,224.53,834.03,239.86,69.33,153.42,97.63
2024-10-22,226.02,830.96,244.23,70.54,152.2,98.31
2024-10-23,230.35,803.4,241.17,71.55,154.56,93.63
2024-10-24,232.4,790.85,241.3,72.42,154.1,96.28
2024-10-25,234.41,806.51,241.69,71.3,152.04,97.63
2024-10-28,237.88,832.97,239.34,68.62,152.89,94.75
2024-10-29,240.38,812.83,245.2,68.11,149.87,91.99
2024-10-30,244.63,803.6,244.25,69.51,144.88,95.11
2024-10-31,249.68,803.58,236.79,71.48,144.94,93.76
2024-11-01,257.46,808.48,235.48,72.53,143.11,92.24
2024-11-04,254.24,795.8,236.77,73.19,142.45,88.11
2024-11-05,256.81,802.94,232.66,73.78,139.77,87.53
2024-11-06,255.04,795.73,228.98,73.0,143.22,87.18
2024-11-07,250.92,795.9,226.59,72.85,141.4,88.47
2024-11-08,247.58,805.0,232.24,75.32,140.25,86.04
2024-11-11,250.16,805.5,230.1,73.93,141.38,83.46
2024-11-12,252.37,798.87,236.79,76.36,137.55,84.26
2024-11-13,254.52,797.52,233.99,75.9,133.63,86.0
2024-11-14,253.5,796.51,235.63,77.95,134.72,83.34
2024-11-15,253.64,791.02,233.65,75.8,133.59,85.18
2024-11-18,257.92,787.32,237.29,76.73,131.24,85.29
2024-11-19,250.36,812.88,232.1,75.63,132.89,87.19
2024-11-20,250.61,822.41,235.66,73.53,130.8,87.11
2024-11-21,251.19,817.96,236.32,73.89,130.15,82.76
2024-11-22,255.1,829.77,233.41,75.42,127.88,82.55
2024-11-25,248.34,824.65,232.75,74.18,128.72,84.35
2024-11-26,255.89,844.41,240.01,71.99,132.21,82.88
2024-11-27,257.11,851.07,240.79,71.9,127.36,82.28
2024-11-28,258.61,849.67,237.53,71.81,127.71,82.03
2024-11-29,256.66,857.7,231.92,72.63,129.96,77.31
2024-12-02,259.55,831.19,234.38,74.05,128.93,79.94
2024-12-03,259.93,812.87,235.42,74.0,126.08,78.54
2024-12-04,266.35,793.87,238.81,76.78,127.2,79.37
2024-12-05,258.8,796.53,231.94,77.16,129.82,79.27
2024-12-06,259.84,824.53,226.62,76.67,132.19,81.3
2024-12-09,262.09,861.74,231.93,74.23,133.23,82.01
2024-12-10,261.24,873.17,233.59,73.88,133.55,81.66
